step time minX maxX minY maxY width height area
41 0.4100 0.4281 19.9855 -0.6136 15.6778 19.5574 16.2913 318.6158
42 0.4200 0.4293 19.9853 -0.6134 15.6770 19.5560 16.2905 318.5758
43 0.4300 0.4305 19.9851 -0.6133 15.6763 19.5546 16.2895 318.5350
44 0.4400 0.4317 19.9848 -0.6131 15.6755 19.5531 16.2886 318.4932
45 0.4500 0.4329 19.9846 -0.6130 15.6746 19.5517 16.2876 318.4504
46 0.4600 0.4342 19.9843 -0.6128 15.6738 19.5502 16.2867 318.4067
47 0.4700 0.4355 19.9841 -0.6127 15.6730 19.5486 16.2857 318.3621
48 0.4800 0.4368 19.9838 -0.6125 15.6721 19.5470 16.2846 318.3165
49 0.4900 0.4382 19.9836 -0.6124 15.6712 19.5454 16.2836 318.2700
50 0.5000 0.4395 19.9833 -0.6122 15.6703 19.5438 16.2825 318.2226
51 0.5100 0.4409 19.9830 -0.6121 15.6694 19.5421 16.2815 318.1742
52 0.5200 0.4424 19.9828 -0.6119 15.6685 19.5404 16.2804 318.1249
53 0.5300 0.4438 19.9825 -0.6117 15.6675 19.5387 16.2792 318.0747
54 0.5400 0.4453 19.9822 -0.6115 15.6666 19.5369 16.2781 318.0236
55 0.5500 0.4468 19.9819 -0.6114 15.6656 19.5351 16.2769 317.9715
56 0.5600 0.4484 19.9816 -0.6112 15.6646 19.5332 16.2758 317.9184
57 0.5700 0.4500 19.9813 -0.6110 15.6636 19.5314 16.2746 317.8645
58 0.5800 0.4516 19.9810 -0.6108 15.6625 19.5295 16.2733 317.8096
59 0.5900 0.4532 19.9807 -0.6106 15.6615 19.5275 16.2721 317.7538
60 0.6000 0.4548 19.9804 -0.6104 15.6604 19.5255 16.2708 317.6971
61 0.6100 0.4565 19.9801 -0.6102 15.6593 19.5235 16.2696 317.6394
62 0.6200 0.4582 19.9797 -0.6100 15.6582 19.5215 16.2683 317.5808
63 0.6300 0.4600 19.9794 -0.6098 15.6571 19.5194 16.2669 317.5213
64 0.6400 0.4618 19.9791 -0.6096 15.6560 19.5173 16.2656 317.4609
65 0.6500 0.4636 19.9787 -0.6094 15.6548 19.5152 16.2642 317.3995
66 0.6600 0.4654 19.9784 -0.6092 15.6536 19.5130 16.2629 317.3372
67 0.6700 0.4672 19.9780 -0.6090 15.6525 19.5108 16.2615 317.2740
68 0.6800 0.4691 19.9777 -0.6088 15.6513 19.5085 16.2600 317.2098
69 0.6900 0.4710 19.9773 -0.6086 15.6500 19.5063 16.2586 317.1447
70 0.7000 0.4730 19.9769 -0.6084 15.6488 19.5040 16.2572 317.0787
71 0.7100 0.4750 19.9766 -0.6081 15.6475 19.5016 16.2557 317.0118
72 0.7200 0.4770 19.9762 -0.6079 15.6463 19.4992 16.2542 316.9440
73 0.7300 0.4790 19.9758 -0.6077 15.6450 19.4968 16.2527 316.8752
74 0.7400 0.4811 19.9754 -0.6074 15.6437 19.4944 16.2511 316.8055
75 0.7500 0.4831 19.9750 -0.6072 15.6424 19.4919 16.2496 316.7349
76 0.7600 0.4853 19.9746 -0.6070 15.6410 19.4894 16.2480 316.6633
77 0.7700 0.4874 19.9742 -0.6067 15.6397 19.4868 16.2464 316.5908
78 0.7800 0.4896 19.9738 -0.6065 15.6383 19.4842 16.2448 316.5174
79 0.7900 0.4918 19.9734 -0.6062 15.6369 19.4816 16.2432 316.4431
80 0.8000 0.4940 19.9730 -0.6060 15.6355 19.4790 16.2415 316.3678
81 0.8100 0.4963 19.9726 -0.6057 15.6341 19.4763 16.2398 316.2916
82 0.8200 0.4986 19.9721 -0.6054 15.6327 19.4736 16.2381 316.2145
83 0.8300 0.5009 19.9717 -0.6052 15.6313 19.4708 16.2364 316.1365
84 0.8400 0.5033 19.9713 -0.6049 15.6298 19.4680 16.2347 316.0575
85 0.8500 0.5056 19.9708 -0.6046 15.6283 19.4652 16.2330 315.9776
86 0.8600 0.5081 19.9704 -0.6044 15.6268 19.4623 16.2312 315.8967
87 0.8700 0.5105 19.9699 -0.6041 15.6253 19.4594 16.2294 315.8150
88 0.8800 0.5130 19.9695 -0.6038 15.6238 19.4565 16.2276 315.7323
89 0.8900 0.5155 19.9690 -0.6035 15.6222 19.4535 16.2258 315.6486
90 0.9000 0.5180 19.9685 -0.6033 15.6207 19.4505 16.2239 315.5640
91 0.9100 0.5206 19.9681 -0.6030 15.6191 19.4475 16.2221 315.4785
92 0.9200 0.5232 19.9676 -0.6027 15.6175 19.4444 16.2202 315.3921
93 0.9300 0.5258 19.9671 -0.6024 15.6159 19.4413 16.2183 315.3047
94 0.9400 0.5285 19.9666 -0.6021 15.6143 19.4382 16.2164 315.2164
95 0.9500 0.5311 19.9661 -0.6018 15.6126 19.4350 16.2144 315.1271
96 0.9600 0.5339 19.9656 -0.6015 15.6110 19.4318 16.2125 315.0369
97 0.9700 0.5366 19.9651 -0.6012 15.6093 19.4285 16.2105 314.9457
98 0.9800 0.5394 19.9646 -0.6009 15.6076 19.4252 16.2085 314.8537
99 0.9900 0.5422 19.9641 -0.6006 15.6059 19.4219 16.2065 314.7606
100 1.0000 0.5450 19.9636 -0.6003 15.6042 19.4186 16.2044 314.6666
101 1.0100 0.5479 19.9631 -0.5999 15.6024 19.4152 16.2024 314.5717
102 1.0200 0.5508 19.9625 -0.5996 15.6007 19.4117 16.2003 314.4758
103 1.0300 0.5537 19.9620 -0.5993 15.5989 19.4083 16.1982 314.3790
104 1.0400 0.5567 19.9615 -0.5990 15.5971 19.4048 16.1961 314.2812
105 1.0500 0.5597 19.9609 -0.5986 15.5953 19.4012 16.1940 314.1825
106 1.0600 0.5627 19.9604 -0.5983 15.5935 19.3976 16.1918 314.0828
107 1.0700 0.5658 19.9598 -0.5980 15.5917 19.3940 16.1896 313.9822
108 1.0800 0.5689 19.9593 -0.5976 15.5898 19.3904 16.1875 313.8806
109 1.0900 0.5720 19.9587 -0.5973 15.5879 19.3867 16.1852 313.7781
110 1.1000 0.5752 19.9581 -0.5970 15.5861 19.3830 16.1830 313.6747
111 1.1100 0.5783 19.9575 -0.5966 15.5842 19.3792 16.1808 313.5702
112 1.1200 0.5816 19.9570 -0.5963 15.5822 19.3754 16.1785 313.4649
113 1.1300 0.5848 19.9564 -0.5959 15.5803 19.3716 16.1762 313.3586
114 1.1400 0.5881 19.9558 -0.5956 15.5784 19.3677 16.1739 313.2513
115 1.1500 0.5914 19.9552 -0.5952 15.5764 19.3638 16.1716 313.1431
116 1.1600 0.5947 19.9546 -0.5948 15.5744 19.3599 16.1692 313.0340
117 1.1700 0.5981 19.9540 -0.5945 15.5724 19.3559 16.1669 312.9239
118 1.1800 0.6015 19.9534 -0.5941 15.5704 19.3519 16.1645 312.8130
119 1.1900 0.6049 19.9528 -0.5937 15.5684 19.3478 16.1621 312.7011
120 1.2000 0.6084 19.9522 -0.5934 15.5663 19.3437 16.1597 312.5883
121 1.2100 0.6119 19.9515 -0.5930 15.5642 19.3396 16.1572 312.4746
122 1.2200 0.6154 19.9509 -0.5926 15.5622 19.3355 16.1548 312.3600
123 1.2300 0.6189 19.9503 -0.5922 15.5601 19.3313 16.1523 312.2446
124 1.2400 0.6225 19.9496 -0.5918 15.5579 19.3271 16.1498 312.1284
125 1.2500 0.6261 19.9490 -0.5914 15.5558 19.3229 16.1472 312.0113
126 1.2600 0.6297 19.9483 -0.5910 15.5537 19.3186 16.1447 311.8934
127 1.2700 0.6333 19.9477 -0.5906 15.5515 19.3143 16.1421 311.7747
128 1.2800 0.6370 19.9470 -0.5902 15.5493 19.3100 16.1396 311.6553
129 1.2900 0.6407 19.9463 -0.5898 15.5471 19.3057 16.1370 311.5353
130 1.3000 0.6443 19.9457 -0.5894 15.5449 19.3013 16.1343 311.4146
131 1.3100 0.6480 19.9450 -0.5890 15.5427 19.2970 16.1317 311.2933
132 1.3200 0.6517 19.9443 -0.5886 15.5404 19.2926 16.1291 311.1715
133 1.3300 0.6554 19.9436 -0.5882 15.5382 19.2882 16.1264 311.0492
134 1.3400 0.6591 19.9429 -0.5878 15.5359 19.2838 16.1237 310.9265
135 1.3500 0.6628 19.9423 -0.5874 15.5336 19.2795 16.1210 310.8036
136 1.3600 0.6665 19.9416 -0.5870 15.5313 19.2751 16.1182 310.6804
137 1.3700 0.6701 19.9408 -0.5865 15.5289 19.2707 16.1155 310.5571
138 1.3800 0.6737 19.9401 -0.5861 15.5266 19.2664 16.1127 310.4339
139 1.3900 0.6773 19.9394 -0.5857 15.5242 19.2621 16.1099 310.3107
140 1.4000 0.6809 19.9387 -0.5852 15.5219 19.2578 16.1071 310.1878
141 1.4100 0.6844 19.9380 -0.5848 15.5195 19.2536 16.1043 310.0652
142 1.4200 0.6878 19.9372 -0.5844 15.5170 19.2494 16.1014 309.9430
143 1.4300 0.6912 19.9365 -0.5839 15.5146 19.2453 16.0985 309.8213
144 1.4400 0.6945 19.9358 -0.5835 15.5122 19.2412 16.0956 309.7002
145 1.4500 0.6978 19.9350 -0.5830 15.5097 19.2372 16.0927 309.5796
146 1.4600 0.7010 19.9343 -0.5826 15.5072 19.2333 16.0898 309.4597
147 1.4700 0.7041 19.9335 -0.5821 15.5047 19.2294 16.0869 309.3404
148 1.4800 0.7072 19.9328 -0.5817 15.5022 19.2256 16.0839 309.2216
149 1.4900 0.7102 19.9320 -0.5812 15.4997 19.2218 16.0809 309.1033
150 1.5000 0.7132 19.9312 -0.5807 15.4972 19.2180 16.0779 308.9855
151 1.5100 0.7161 19.9305 -0.5803 15.4946 19.2143 16.0749 308.8679
152 1.5200 0.7190 19.9297 -0.5798 15.4920 19.2107 16.0718 308.7505
153 1.5300 0.7218 19.9289 -0.5793 15.4894 19.2070 16.0688 308.6333
154 1.5400 0.7247 19.9281 -0.5788 15.4868 19.2034 16.0657 308.5160
155 1.5500 0.7275 19.9273 -0.5784 15.4842 19.1998 16.0626 308.3986
156 1.5600 0.7303 19.9265 -0.5779 15.4816 19.1962 16.0595 308.2809
157 1.5700 0.7331 19.9257 -0.5774 15.4789 19.1926 16.0563 308.1630
158 1.5800 0.7358 19.9249 -0.5769 15.4762 19.1890 16.0532 308.0446
159 1.5900 0.7386 19.9241 -0.5764 15.4736 19.1854 16.0500 307.9258
160 1.6000 0.7414 19.9232 -0.5759 15.4709 19.1818 16.0468 307.8065
161 1.6100 0.7442 19.9224 -0.5754 15.4681 19.1782 16.0436 307.6866
162 1.6200 0.7470 19.9216 -0.5749 15.4654 19.1746 16.0403 307.5660
163 1.6300 0.7499 19.9208 -0.5744 15.4627 19.1709 16.0371 307.4449
164 1.6400 0.7527 19.9199 -0.5739 15.4599 19.1672 16.0338 307.3230
165 1.6500 0.7556 19.9191 -0.5734 15.4571 19.1635 16.0305 307.2004
166 1.6600 0.7585 19.9182 -0.5729 15.4543 19.1598 16.0272 307.0771
167 1.6700 0.7614 19.9174 -0.5724 15.4515 19.1560 16.0239 306.9531
168 1.6800 0.7643 19.9165 -0.5719 15.4487 19.1522 16.0205 306.8283
169 1.6900 0.7672 19.9156 -0.5713 15.4458 19.1484 16.0171 306.7027
170 1.7000 0.7702 19.9148 -0.5708 15.4429 19.1446 16.0138 306.5764
171 1.7100 0.7732 19.9139 -0.5703 15.4401 19.1407 16.0103 306.4493
172 1.7200 0.7762 19.9130 -0.5697 15.4372 19.1368 16.0069 306.3214
173 1.7300 0.7792 19.9121 -0.5692 15.4343 19.1329 16.0035 306.1927
174 1.7400 0.7823 19.9112 -0.5687 15.4313 19.1289 16.0000 306.0632
175 1.7500 0.7854 19.9103 -0.5681 15.4284 19.1250 15.9965 305.9329
176 1.7600 0.7885 19.9094 -0.5676 15.4254 19.1210 15.9930 305.8019
177 1.7700 0.7916 19.9085 -0.5670 15.4225 19.1169 15.9895 305.6700
178 1.7800 0.7948 19.9076 -0.5665 15.4195 19.1129 15.9860 305.5374
179 1.7900 0.7979 19.9067 -0.5659 15.4165 19.1088 15.9824 305.4039
180 1.8000 0.8011 19.9058 -0.5654 15.4134 19.1046 15.9788 305.2697
181 1.8100 0.8043 19.9048 -0.5648 15.4104 19.1005 15.9752 305.1347
182 1.8200 0.8076 19.9039 -0.5643 15.4073 19.0963 15.9716 304.9989
183 1.8300 0.8109 19.9030 -0.5637 15.4043 19.0921 15.9680 304.8623
184 1.8400 0.8141 19.9020 -0.5631 15.4012 19.0879 15.9643 304.7249
185 1.8500 0.8175 19.9011 -0.5626 15.3981 19.0836 15.9606 304.5868
186 1.8600 0.8208 19.9001 -0.5620 15.3949 19.0793 15.9569 304.4478
187 1.8700 0.8241 19.8992 -0.5614 15.3918 19.0750 15.9532 304.3081
188 1.8800 0.8275 19.8982 -0.5608 15.3886 19.0707 15.9495 304.1676
189 1.8900 0.8309 19.8972 -0.5603 15.3855 19.0663 15.9457 304.0263
190 1.9000 0.8343 19.8963 -0.5597 15.3823 19.0619 15.9419 303.8842
191 1.9100 0.8378 19.8953 -0.5591 15.3791 19.0575 15.9381 303.7414
192 1.9200 0.8413 19.8943 -0.5585 15.3758 19.0531 15.9343 303.5977
193 1.9300 0.8447 19.8933 -0.5579 15.3726 19.0486 15.9305 303.4533
194 1.9400 0.8482 19.8923 -0.5573 15.3693 19.0441 15.9266 303.3082
195 1.9500 0.8518 19.8913 -0.5567 15.3660 19.0396 15.9228 303.1622
196 1.9600 0.8553 19.8903 -0.5561 15.3627 19.0350 15.9189 303.0155
197 1.9700 0.8589 19.8893 -0.5555 15.3594 19.0304 15.9149 302.8680
198 1.9800 0.8625 19.8883 -0.5549 15.3561 19.0258 15.9110 302.7198
199 1.9900 0.8661 19.8873 -0.5543 15.3527 19.0212 15.9070 302.5707
200 2.0000 0.8697 19.8863 -0.5537 15.3494 19.0165 15.9030 302.4209
201 2.0100 0.8734 19.8853 -0.5531 15.3460 19.0119 15.8990 302.2704
202 2.0200 0.8771 19.8842 -0.5524 15.3426 19.0072 15.8950 302.1190
203 2.0300 0.8808 19.8832 -0.5518 15.3392 19.0024 15.8910 301.9669
204 2.0400 0.8845 19.8821 -0.5512 15.3357 18.9977 15.8869 301.8140
205 2.0500 0.8882 19.8811 -0.5506 15.3322 18.9929 15.8828 301.6604
206 2.0600 0.8919 19.8800 -0.5499 15.3288 18.9881 15.8787 301.5060
207 2.0700 0.8957 19.8790 -0.5493 15.3253 18.9833 15.8746 301.3508
208 2.0800 0.8995 19.8779 -0.5486 15.3218 18.9784 15.8704 301.1948
209 2.0900 0.9033 19.8769 -0.5480 15.3182 18.9735 15.8662 301.0381
210 2.1000 0.9072 19.8758 -0.5474 15.3147 18.9686 15.8620 300.8806
211 2.1100 0.9110 19.8747 -0.5467 15.3111 18.9637 15.8578 300.7223
212 2.1200 0.9149 19.8736 -0.5461 15.3075 18.9587 15.8535 300.5633
213 2.1300 0.9188 19.8725 -0.5454 15.3039 18.9538 15.8493 300.4035
214 2.1400 0.9227 19.8714 -0.5448 15.3002 18.9488 15.8450 300.2430
215 2.1500 0.9266 19.8703 -0.5441 15.2966 18.9437 15.8407 300.0816
216 2.1600 0.9305 19.8692 -0.5434 15.2929 18.9387 15.8363 299.9195
217 2.1700 0.9345 19.8681 -0.5428 15.2892 18.9336 15.8320 299.7566
218 2.1800 0.9385 19.8670 -0.5421 15.2855 18.9285 15.8276 299.5930
219 2.1900 0.9425 19.8659 -0.5414 15.2817 18.9234 15.8232 299.4286
220 2.2000 0.9465 19.8648 -0.5408 15.2780 18.9183 15.8187 299.2634
221 2.2100 0.9505 19.8636 -0.5401 15.2742 18.9131 15.8143 299.0974
222 2.2200 0.9546 19.8625 -0.5394 15.2704 18.9079 15.8098 298.9307
223 2.2300 0.9586 19.8614 -0.5387 15.2666 18.9027 15.8053 298.7632
224 2.2400 0.9627 19.8602 -0.5380 15.2627 18.8975 15.8008 298.5949
225 2.2500 0.9668 19.8591 -0.5373 15.2589 18.8922 15.7962 298.4258
226 2.2600 0.9710 19.8579 -0.5366 15.2550 18.8870 15.7916 298.2560
227 2.2700 0.9751 19.8568 -0.5359 15.2511 18.8817 15.7870 298.0854
228 2.2800 0.9793 19.8556 -0.5353 15.2472 18.8763 15.7824 297.9140
229 2.2900 0.9834 19.8544 -0.5346 15.2432 18.8710 15.7778 297.7418
230 2.3000 0.9876 19.8533 -0.5338 15.2392 18.8656 15.7731 297.5689
231 2.3100 0.9918 19.8521 -0.5331 15.2352 18.8602 15.7684 297.3951
232 2.3200 0.9961 19.8509 -0.5324 15.2312 18.8548 15.7636 297.2206
233 2.3300 1.0003 19.8497 -0.5317 15.2272 18.8494 15.7589 297.0453
234 2.3400 1.0046 19.8485 -0.5310 15.2231 18.8439 15.7541 296.8693
235 2.3500 1.0089 19.8473 -0.5303 15.2190 18.8385 15.7493 296.6924
236 2.3600 1.0131 19.8461 -0.5296 15.2149 18.8330 15.7445 296.5148
237 2.3700 1.0175 19.8449 -0.5288 15.2108 18.8274 15.7396 296.3363
238 2.3800 1.0218 19.8437 -0.5281 15.2066 18.8219 15.7347 296.1571
239 2.3900 1.0261 19.8425 -0.5274 15.2024 18.8163 15.7298 295.9771
240 2.4000 1.0305 19.8412 -0.5266 15.1982 18.8107 15.7249 295.7962
241 2.4100 1.0349 19.8400 -0.5259 15.1940 18.8051 15.7199 295.6146
242 2.4200 1.0392 19.8388 -0.5252 15.1897 18.7995 15.7149 295.4322
243 2.4300 1.0437 19.8375 -0.5244 15.1854 18.7939 15.7099 295.2490
244 2.4400 1.0481 19.8363 -0.5237 15.1811 18.7882 15.7048 295.0650
245 2.4500 1.0525 19.8350 -0.5229 15.1768 18.7825 15.6997 294.8802
246 2.4600 1.0570 19.8338 -0.5222 15.1724 18.7768 15.6946 294.6945
247 2.4700 1.0614 19.8325 -0.5214 15.1680 18.7711 15.6895 294.5081
248 2.4800 1.0659 19.8312 -0.5207 15.1636 18.7653 15.6843 294.3209
249 2.4900 1.0704 19.8300 -0.5199 15.1592 18.7595 15.6791 294.1328
250 2.5000 1.0750 19.8287 -0.5192 15.1547 18.7537 15.6739 293.9439
251 2.5100 1.0795 19.8274 -0.5184 15.1502 18.7479 15.6686 293.7542
252 2.5200 1.0840 19.8261 -0.5176 15.1457 18.7421 15.6633 293.5636
253 2.5300 1.0886 19.8248 -0.5168 15.1412 18.7362 15.6580 293.3723
254 2.5400 1.0932 19.8235 -0.5161 15.1366 18.7303 15.6527 293.1801
255 2.5500 1.0978 19.8222 -0.5153 15.1320 18.7244 15.6473 292.9870
256 2.5600 1.1024 19.8209 -0.5145 15.1274 18.7185 15.6419 292.7931
257 2.5700 1.1070 19.8196 -0.5137 15.1227 18.7126 15.6365 292.5984
258 2.5800 1.1117 19.8183 -0.5129 15.1180 18.7066 15.6310 292.4028
259 2.5900 1.1163 19.8170 -0.5122 15.1133 18.7006 15.6255 292.2064
260 2.6000 1.1210 19.8156 -0.5114 15.1086 18.6946 15.6199 292.0091
261 2.6100 1.1257 19.8143 -0.5106 15.1038 18.6886 15.6144 291.8109
262 2.6200 1.1304 19.8130 -0.5098 15.0990 18.6825 15.6088 291.6119
263 2.6300 1.1352 19.8116 -0.5090 15.0942 18.6765 15.6032 291.4120
264 2.6400 1.1399 19.8103 -0.5082 15.0893 18.6704 15.5975 291.2112
265 2.6500 1.1447 19.8089 -0.5074 15.0844 18.6643 15.5918 291.0096
266 2.6600 1.1494 19.8076 -0.5066 15.0795 18.6581 15.5861 290.8070
267 2.6700 1.1542 19.8062 -0.5057 15.0746 18.6520 15.5803 290.6036
268 2.6800 1.1590 19.8048 -0.5049 15.0696 18.6458 15.5745 290.3993
269 2.6900 1.1639 19.8035 -0.5041 15.0646 18.6396 15.5687 290.1941
270 2.7000 1.1687 19.8021 -0.5033 15.0595 18.6334 15.5628 289.9880
271 2.7100 1.1736 19.8007 -0.5025 15.0545 18.6271 15.5569 289.7810
272 2.7200 1.1784 19.7993 -0.5016 15.0494 18.6209 15.5510 289.5731
273 2.7300 1.1833 19.7979 -0.5008 15.0442 18.6146 15.5450 289.3643
274 2.7400 1.1882 19.7965 -0.5000 15.0391 18.6083 15.5390 289.1546
275 2.7500 1.1932 19.7951 -0.4991 15.0339 18.6019 15.5330 288.9439
276 2.7600 1.1981 19.7937 -0.4983 15.0286 18.5956 15.5269 288.7324
277 2.7700 1.2031 19.7923 -0.4975 15.0234 18.5892 15.5208 288.5199
278 2.7800 1.2081 19.7909 -0.4966 15.0181 18.5828 15.5147 288.3065
279 2.7900 1.2130 19.7894 -0.4958 15.0127 18.5764 15.5085 288.0921
280 2.8000 1.2181 19.7880 -0.4949 15.0074 18.5699 15.5023 287.8768
281 2.8100 1.2231 19.7866 -0.4941 15.0020 18.5635 15.4960 287.6606
282 2.8200 1.2281 19.7851 -0.4932 14.9965 18.5570 15.4898 287.4434
283 2.8300 1.2332 19.7837 -0.4923 14.9911 18.5505 15.4834 287.2252
284 2.8400 1.2383 19.7822 -0.4915 14.9856 18.5440 15.4771 287.0061
285 2.8500 1.2434 19.7808 -0.4906 14.9800 18.5374 15.4707 286.7861
286 2.8600 1.2485 19.7793 -0.4898 14.9745 18.5308 15.4642 286.5651
287 2.8700 1.2536 19.7778 -0.4889 14.9689 18.5242 15.4578 286.3431
288 2.8800 1.2588 19.7764 -0.4880 14.9632 18.5176 15.4512 286.1201
289 2.8900 1.2639 19.7749 -0.4871 14.9576 18.5110 15.4447 285.8962
290 2.9000 1.2691 19.7734 -0.4863 14.9518 18.5043 15.4381 285.6713
291 2.9100 1.2743 19.7719 -0.4854 14.9461 18.4976 15.4315 285.4454
292 2.9200 1.2795 19.7704 -0.4845 14.9403 18.4909 15.4248 285.2185
293 2.9300 1.2816 19.7689 -0.4836 14.9345 18.4873 15.4181 285.0392
294 2.9400 1.2835 19.7674 -0.4827 14.9286 18.4839 15.4113 284.8618
295 2.9500 1.2855 19.7659 -0.4818 14.9227 18.4805 15.4046 284.6835
296 2.9600 1.2874 19.7644 -0.4809 14.9168 18.4770 15.3977 284.5041
297 2.9700 1.2893 19.7629 -0.4800 14.9108 18.4735 15.3909 284.3238
298 2.9800 1.2913 19.7614 -0.4791 14.9048 18.4701 15.3839 284.1424
299 2.9900 1.2933 19.7598 -0.4782 14.8988 18.4666 15.3770 283.9601
300 3.0000 1.2953 19.7583 -0.4773 14.8927 18.4630 15.3700 283.7767
301 3.0100 1.2973 19.7568 -0.4764 14.8866 18.4595 15.3630 283.5924
302 3.0200 1.2993 19.7552 -0.4755 14.8804 18.4559 15.3559 283.4070
303 3.0300 1.3013 19.7537 -0.4746 14.8742 18.4523 15.3488 283.2206
304 3.0400 1.3034 19.7521 -0.4737 14.8679 18.4487 15.3416 283.0331
305 3.0500 1.3054 19.7505 -0.4727 14.8617 18.4451 15.3344 282.8446
306 3.0600 1.3075 19.7490 -0.4718 14.8553 18.4415 15.3271 282.6550
307 3.0700 1.3096 19.7474 -0.4709 14.8490 18.4378 15.3198 282.4643
308 3.0800 1.3117 19.7458 -0.4699 14.8425 18.4341 15.3125 282.2726
309 3.0900 1.3138 19.7442 -0.4690 14.8361 18.4304 15.3051 282.0798
310 3.1000 1.3159 19.7427 -0.4681 14.8296 18.4267 15.2977 281.8858
311 3.1100 1.3181 19.7411 -0.4671 14.8230 18.4230 15.2902 281.6908
312 3.1200 1.3202 19.7395 -0.4662 14.8165 18.4192 15.2827 281.4947
313 3.1300 1.3224 19.7379 -0.4652 14.8098 18.4154 15.2751 281.2974
314 3.1400 1.3246 19.7362 -0.4643 14.8032 18.4116 15.2675 281.0990
315 3.1500 1.3268 19.7346 -0.4633 14.7965 18.4078 15.2598 280.8994
316 3.1600 1.3291 19.7330 -0.4624 14.7897 18.4040 15.2521 280.6987
317 3.1700 1.3313 19.7314 -0.4614 14.7829 18.4001 15.2443 280.4968
318 3.1800 1.3336 19.7298 -0.4605 14.7760 18.3962 15.2365 280.2937
319 3.1900 1.3358 19.7281 -0.4595 14.7691 18.3923 15.2286 280.0895
320 3.2000 1.3381 19.7265 -0.4585 14.7622 18.3883 15.2207 279.8840
321 3.2100 1.3405 19.7248 -0.4576 14.7552 18.3844 15.2128 279.6773
322 3.2200 1.3428 19.7232 -0.4566 14.7482 18.3804 15.2048 279.4694
323 3.2300 1.3451 19.7215 -0.4556 14.7411 18.3764 15.1967 279.2602
324 3.2400 1.3475 19.7199 -0.4547 14.7339 18.3723 15.1886 279.0498
